0,CombatZoneResizeinstant,241,226,406,391,,,,
0,HeartTeleport,320,304,,,,,,
1,GasterBlaster,2,0,0,500,365,180,0,0.1
1,GasterBlaster,2,0,0,500,240,180,0,0.1
1,GasterBlaster,2,0,0,500,280,180,0,0.1
1,GasterBlaster,2,0,0,500,365,180,0,0.1
1,GasterBlaster,2,0,0,500,240,180,0,0.1
1,GasterBlaster,2,0,0,500,280,180,0,0.1
1,GasterBlaster,2,0,0,500,240,180,0,0.1
1,GasterBlaster,2,0,0,500,240,180,0,0.1
1,GasterBlaster,2,0,0,500,365,180,0,0.1
1,GasterBlaster,2,0,0,500,240,180,0,0.1
1,GasterBlaster,2,0,0,500,280,180,0,0.1
1,GasterBlaster,2,0,0,500,240,180,0,0.1
1,GasterBlaster,2,0,0,500,240,180,0,0.1
1,GasterBlaster,2,0,0,500,280,180,0,0.1
1,GasterBlaster,2,0,0,500,240,180,0,0.1
1,GasterBlaster,2,0,0,500,280,180,0,0.1
1,GasterBlaster,2,0,0,500,365,180,0,0.1
1,GasterBlaster,2,0,0,500,280,180,0,0.1
1,GasterBlaster,2,0,0,500,240,180,0,0.1
1,GasterBlaster,2,0,0,500,365,180,0,0.1
1,GasterBlaster,2,0,0,500,280,180,0,0.1
1,GasterBlaster,2,0,0,500,240,180,0,0.1
1,GasterBlaster,2,0,0,500,365,180,0,0.1
1,GasterBlaster,2,0,0,500,240,180,0,0.1
1,GasterBlaster,2,0,0,500,280,180,0,0.1
1,GasterBlaster,2,0,0,500,365,180,0,0.1
1,GasterBlaster,2,0,0,500,240,180,0,0.1
1,GasterBlaster,2,0,0,500,280,180,0,0.1
1,GasterBlaster,2,0,0,500,240,180,0,0.1
1,GasterBlaster,2,0,0,500,280,180,0,0.1
1.5,Endattack,,,,,,,,
